n,v,l,d,i,e,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,errorRate_binned,defects_binned
1098.0,7648.43,0.01,90.63,84.39,693194.02,38510.78,144,55,31,38.0,87.0,683.0,415.0,3,3
136.0,789.8,0.05,18.38,42.98,14512.58,806.25,70,0,14,24.0,32.0,87.0,49.0,3,3
192.0,1035.31,0.08,11.86,87.27,12282.72,682.37,63,0,17,9.0,33.0,105.0,87.0,3,3
304.0,1679.16,0.02,54.08,31.05,90814.72,5045.26,66,19,14,22.0,24.0,186.0,118.0,3,3
202.0,1198.01,0.03,34.15,35.08,40908.48,2272.69,42,1,10,27.0,34.0,117.0,86.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
11.0,34.87,0.32,3.12,11.16,108.97,6.05,4,0,2,5.0,4.0,6.0,5.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
61.0,286.73,0.11,8.75,32.77,2508.86,139.38,20,1,4,10.0,16.0,33.0,28.0,3,3
73.0,385.83,0.09,11.2,34.44,4323.1,240.17,24,0,6,17.0,22.0,44.0,29.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
53.0,254.79,0.08,12.12,21.03,3086.88,171.49,18,0,2,15.0,13.0,32.0,21.0,3,3
42.0,199.71,0.09,11.64,17.16,2323.84,129.1,12,0,2,16.0,11.0,26.0,16.0,3,3
162.0,770.29,0.04,27.2,28.32,20951.94,1164.0,48,0,4,12.0,15.0,94.0,68.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
66.0,289.89,0.11,9.38,30.92,2717.75,150.99,9,0,4,9.0,12.0,41.0,25.0,3,3
26.0,89.95,0.14,7.0,12.85,629.62,34.98,5,0,0,7.0,4.0,18.0,8.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
231.0,1253.47,0.02,49.24,25.46,61718.34,3428.8,77,0,2,22.0,21.0,137.0,94.0,3,3
71.0,344.92,0.05,18.42,18.73,6352.21,352.9,19,0,6,17.0,12.0,45.0,26.0,3,3
834.0,5427.5,0.03,37.4,145.12,202995.67,11277.54,145,1,16,15.0,76.0,455.0,379.0,3,3
486.0,3339.0,0.06,17.82,187.35,59506.88,3305.94,91,0,23,16.0,101.0,261.0,225.0,3,3
243.0,1429.48,0.05,20.09,71.14,28722.62,1595.7,45,0,9,16.0,43.0,135.0,108.0,3,3
156.0,866.52,0.03,32.1,26.99,27818.77,1545.49,45,5,8,23.0,24.0,89.0,67.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
693.0,4662.45,0.03,35.93,129.78,167499.82,9305.55,140,13,29,19.0,87.0,364.0,329.0,3,3
1186.0,8191.57,0.02,43.85,186.83,359168.94,19953.83,283,130,47,16.0,104.0,616.0,570.0,3,3
1237.0,9296.92,0.03,29.78,312.17,276879.2,15382.18,169,19,52,18.0,165.0,691.0,546.0,3,3
468.0,2828.78,0.05,18.75,150.87,53039.56,2946.64,68,12,14,10.0,56.0,258.0,210.0,3,3
1756.0,12727.36,0.01,71.81,177.24,913945.71,50774.76,393,34,34,26.0,126.0,1060.0,696.0,3,3
842.0,5466.14,0.03,38.3,142.72,209353.17,11630.73,151,1,15,15.0,75.0,459.0,383.0,3,3
1396.0,9691.75,0.03,29.66,326.75,287464.24,15970.24,170,2,47,11.0,112.0,792.0,604.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
317.0,1612.73,0.02,45.85,35.17,73943.47,4107.97,68,0,15,14.0,20.0,186.0,131.0,3,3
565.0,3427.34,0.05,18.37,186.54,62970.12,3498.34,95,0,16,8.0,59.0,294.0,271.0,3,3
260.0,1624.46,0.07,14.34,113.29,23292.68,1294.04,46,19,24,14.0,62.0,133.0,127.0,3,3
61.0,307.71,0.13,8.0,38.46,2461.66,136.76,16,0,4,12.0,21.0,33.0,28.0,3,3
172.0,970.74,0.03,36.5,26.6,35432.13,1968.45,40,6,8,25.0,25.0,99.0,73.0,3,3
66.0,317.29,0.1,9.71,32.68,3079.54,171.09,16,0,4,11.0,17.0,36.0,30.0,3,3
66.0,320.63,0.11,9.17,34.98,2939.08,163.28,16,0,4,11.0,18.0,36.0,30.0,3,3
840.0,5479.79,0.03,37.21,147.28,203890.96,11327.28,145,1,15,15.0,77.0,458.0,382.0,3,3
141.0,734.53,0.18,5.47,134.31,4016.98,223.17,145,1,18,5.0,32.0,71.0,70.0,3,3
32.0,135.93,0.29,3.46,39.27,470.54,26.14,11,0,2,6.0,13.0,17.0,15.0,3,3
110.0,593.15,0.09,10.98,54.01,6514.48,361.92,32,1,6,13.0,29.0,61.0,49.0,3,3
297.0,1795.19,0.03,32.09,55.94,57612.92,3200.72,41,8,10,23.0,43.0,177.0,120.0,3,3
154.0,855.41,0.03,33.39,25.62,28563.14,1586.84,38,5,11,24.0,23.0,90.0,64.0,3,3
153.0,757.99,0.04,26.35,28.76,19975.32,1109.74,38,9,6,14.0,17.0,89.0,64.0,3,3
2057.0,15427.18,0.02,55.06,280.16,849494.97,47194.17,384,2,27,19.0,162.0,1118.0,939.0,3,3
138.0,734.43,0.1,9.73,75.51,7142.89,396.83,25,1,9,9.0,31.0,71.0,67.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
842.0,5466.14,0.03,38.3,142.72,209353.17,11630.73,145,1,15,15.0,75.0,459.0,383.0,3,3
852.0,5544.64,0.03,38.29,144.81,212301.39,11794.52,151,1,14,15.0,76.0,464.0,388.0,3,3
1540.0,11205.23,0.02,44.35,252.67,496927.66,27607.09,287,1,33,17.0,138.0,820.0,720.0,3,3
842.0,5479.56,0.03,37.8,144.98,207105.85,11505.88,148,1,18,15.0,76.0,459.0,383.0,3,3
897.0,5893.16,0.03,38.06,154.83,224308.42,12461.58,98,1,38,15.0,80.0,491.0,406.0,3,3
1793.0,13503.77,0.02,65.16,207.25,879854.82,48880.82,359,17,76,26.0,160.0,966.0,834.0,3,3
213.0,1296.63,0.13,7.5,172.88,9724.72,540.26,61,1,2,10.0,58.0,126.0,87.0,3,3
422.0,2690.27,0.05,19.99,134.61,53766.34,2987.02,93,2,9,14.0,69.0,225.0,197.0,3,3
661.0,4456.11,0.03,33.1,134.61,147512.6,8195.13,105,1,15,20.0,87.0,373.0,288.0,3,3
643.0,4005.13,0.03,36.63,109.36,146687.9,8149.33,112,0,10,15.0,60.0,350.0,293.0,3,3
840.0,5479.79,0.03,37.21,147.28,203890.96,11327.28,147,1,13,15.0,77.0,458.0,382.0,3,3
365.0,2273.52,0.1,10.45,217.61,23753.18,1319.62,67,0,8,8.0,67.0,190.0,175.0,3,3
40.0,166.8,0.15,6.8,24.53,1134.22,63.01,14,7,3,8.0,10.0,23.0,17.0,3,3
170.0,944.28,0.03,28.6,33.02,27006.41,1500.36,31,18,14,22.0,25.0,105.0,65.0,3,3
117.0,626.83,0.04,25.2,24.87,15796.21,877.57,34,7,9,21.0,20.0,69.0,48.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
127.0,656.58,0.06,17.5,37.52,11490.16,638.34,30,4,9,14.0,22.0,72.0,55.0,3,3
68.0,326.9,0.1,9.71,33.68,3172.85,176.27,12,0,6,11.0,17.0,38.0,30.0,3,3
29.0,123.19,0.21,4.73,26.06,582.35,32.35,9,3,2,8.0,11.0,16.0,13.0,3,3
140.0,768.86,0.09,11.17,68.82,8589.6,477.2,28,5,10,13.0,32.0,85.0,55.0,3,3
139.0,780.44,0.08,13.01,59.97,10157.26,564.29,25,1,10,15.0,34.0,80.0,59.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
434.0,2803.39,0.05,21.99,127.51,61634.6,3424.14,80,40,20,18.0,70.0,263.0,171.0,3,3
86.0,430.0,0.08,12.66,33.97,5442.89,302.38,21,2,6,13.0,19.0,49.0,37.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
168.0,868.55,0.04,25.77,33.7,22384.84,1243.6,34,5,5,14.0,22.0,87.0,81.0,3,3
107.0,535.0,0.05,19.85,26.95,10621.32,590.07,26,6,8,15.0,17.0,62.0,45.0,3,3
62.0,294.8,0.1,10.0,29.48,2948.03,163.78,23,3,6,12.0,15.0,37.0,25.0,3,3
94.0,446.96,0.05,20.46,21.84,9145.48,508.08,25,6,3,14.0,13.0,56.0,38.0,3,3
296.0,1789.14,0.03,35.14,50.91,62875.51,3493.08,77,12,10,24.0,42.0,173.0,123.0,3,3
30.0,117.21,0.12,8.25,14.21,966.96,53.72,5,0,2,9.0,6.0,19.0,11.0,3,3
7.0,19.65,0.33,3.0,6.55,58.95,3.28,2,0,0,6.0,1.0,6.0,1.0,3,3
137.0,724.1,0.05,20.57,35.2,14895.77,827.54,21,0,7,18.0,21.0,89.0,48.0,3,3
27.0,112.59,0.21,4.8,23.46,540.42,30.02,9,3,3,8.0,10.0,15.0,12.0,3,3
35.0,156.08,0.13,7.5,20.81,1170.6,65.03,9,3,4,11.0,11.0,20.0,15.0,3,3
46.0,218.72,0.11,9.29,23.55,2031.02,112.83,6,0,5,13.0,14.0,26.0,20.0,3,3
14.0,46.51,0.33,3.0,15.5,139.52,7.75,3,0,1,5.0,5.0,8.0,6.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
25.0,102.19,0.1,9.6,10.64,980.99,54.5,6,0,3,12.0,5.0,17.0,8.0,3,3
28.0,118.94,0.19,5.4,22.03,642.29,35.68,9,3,4,9.0,10.0,16.0,12.0,3,3
211.0,1165.47,0.03,38.04,30.64,44336.48,2463.14,46,6,13,22.0,24.0,128.0,83.0,3,3
8.0,22.46,0.27,3.75,5.99,84.22,4.68,2,0,0,5.0,2.0,5.0,3.0,3,3
216.0,1157.23,0.03,38.0,30.45,43974.79,2443.04,54,7,7,19.0,22.0,128.0,88.0,3,3
66.0,302.61,0.09,11.07,27.33,3350.3,186.13,25,0,5,10.0,14.0,35.0,31.0,3,3
41.0,174.17,0.14,6.91,25.21,1203.32,66.85,15,0,3,8.0,11.0,22.0,19.0,3,3
32.0,130.8,0.14,7.31,17.89,956.47,53.14,11,0,0,9.0,8.0,19.0,13.0,3,3
182.0,1070.64,0.03,31.91,33.55,34163.18,1897.95,52,5,11,26.0,33.0,101.0,81.0,3,3
94.0,485.97,0.05,19.68,24.69,9565.99,531.44,28,0,5,17.0,19.0,50.0,44.0,3,3
335.0,2010.0,0.05,22.12,90.87,44461.2,2470.07,80,1,5,14.0,50.0,177.0,158.0,3,3
196.0,1076.4,0.04,26.33,40.88,28345.28,1574.74,44,40,9,18.0,27.0,117.0,79.0,3,3
434.0,2531.47,0.01,89.59,28.26,226792.97,12599.61,119,45,20,29.0,28.0,261.0,173.0,3,3
238.0,1220.77,0.02,51.06,23.91,62335.54,3463.09,40,4,3,19.0,16.0,152.0,86.0,3,3
79.0,417.55,0.07,13.52,30.88,5646.37,313.69,19,0,6,,,,,3,3
110.0,528.81,0.05,18.38,28.78,9716.87,539.83,39,3,9,12.0,16.0,61.0,49.0,3,3
409.0,2661.69,0.04,25.77,103.27,68604.07,3811.34,136,10,16,20.0,71.0,226.0,183.0,3,3
90.0,457.87,0.09,11.2,40.88,5128.16,284.9,19,5,7,14.0,20.0,58.0,32.0,3,3
50.0,229.25,0.11,9.5,24.13,2177.86,120.99,14,3,5,12.0,12.0,31.0,19.0,3,3
242.0,1399.09,0.02,43.48,32.18,60836.25,3379.79,60,1,4,26.0,29.0,148.0,97.0,3,3
62.0,304.23,0.06,16.0,19.01,4867.64,270.42,15,3,2,16.0,14.0,34.0,28.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
56.0,260.06,0.08,12.09,21.51,3144.31,174.68,8,0,0,14.0,11.0,37.0,19.0,3,3
111.0,569.35,0.04,23.16,24.59,13184.02,732.45,27,13,8,19.0,16.0,72.0,39.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
16.0,57.36,0.24,4.2,13.66,240.91,13.38,8,8,2,7.0,5.0,10.0,6.0,3,3
131.0,743.09,0.06,16.77,44.3,12464.7,692.48,27,1,1,20.0,31.0,79.0,52.0,3,3
240.0,1504.03,0.03,38.63,38.94,58093.11,3227.4,61,10,10,33.0,44.0,137.0,103.0,3,3
14.0,48.43,0.19,5.25,9.23,254.27,14.13,3,0,0,7.0,4.0,8.0,6.0,3,3
63.0,309.13,0.09,11.38,27.18,3516.4,195.36,14,0,2,14.0,16.0,37.0,26.0,3,3
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,3,3
104.0,515.24,0.24,4.13,124.62,2130.3,118.35,22,4,5,5.0,26.0,61.0,43.0,3,3
332.0,1754.75,0.07,15.0,116.98,26321.3,1462.29,32,0,1,6.0,33.0,167.0,165.0,3,3
113.0,613.17,0.07,15.04,40.76,9223.07,512.39,25,12,2,19.0,24.0,75.0,38.0,3,3
86.0,433.82,0.08,13.0,33.37,5639.63,313.31,17,0,4,13.0,20.0,46.0,40.0,3,3
1865.0,14322.23,0.01,67.29,212.86,963681.5,53537.86,442,69,75,30.0,175.0,1080.0,785.0,3,3
35.0,143.06,0.28,3.54,40.39,506.68,28.15,5,0,3,5.0,12.0,18.0,17.0,3,3
15.0,51.89,0.34,2.92,17.79,151.35,8.41,3,0,0,5.0,6.0,8.0,7.0,3,3
580.0,3746.47,0.04,28.22,132.74,105742.77,5874.6,87,1,25,19.0,69.0,375.0,205.0,3,3
350.0,2083.96,0.02,41.28,50.48,86030.5,4779.47,96,6,9,23.0,39.0,210.0,140.0,3,3
23.0,87.57,0.2,5.0,17.51,437.85,24.32,11,0,4,7.0,7.0,13.0,10.0,3,3
1334.0,9292.36,0.01,99.31,93.57,922860.63,51270.04,188,5,5,39.0,86.0,896.0,438.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
445.0,2699.41,0.02,63.88,42.26,172435.02,9579.72,67,0,14,34.0,33.0,321.0,124.0,3,3
71.0,361.21,0.09,11.45,31.55,4134.89,229.72,28,2,4,15.0,19.0,42.0,29.0,3,3
184.0,992.19,0.03,31.5,31.5,31253.87,1736.33,56,2,5,18.0,24.0,100.0,84.0,3,3
24.0,101.95,0.13,7.71,13.22,786.47,43.69,6,0,1,12.0,7.0,15.0,9.0,3,3
32.0,130.8,0.12,8.44,15.5,1103.61,61.31,10,0,1,9.0,8.0,17.0,15.0,3,3
13.0,44.97,0.33,3.0,14.99,134.92,7.5,3,0,0,6.0,5.0,8.0,5.0,3,3
41.0,185.47,0.08,12.44,14.9,2308.02,128.22,16,0,2,14.0,9.0,25.0,16.0,3,3
76.0,380.0,0.05,21.19,17.93,8053.08,447.39,20,4,3,19.0,13.0,47.0,29.0,3,3
148.0,835.29,0.05,18.28,45.69,15270.16,848.34,31,1,6,18.0,32.0,83.0,65.0,3,3
28.0,121.01,0.12,8.36,14.48,1011.33,56.19,11,0,2,13.0,7.0,19.0,9.0,3,3
317.0,2042.41,0.05,19.42,105.18,39661.86,2203.44,83,5,17,19.0,68.0,178.0,139.0,3,3
198.0,1099.81,0.03,39.2,28.05,43117.5,2395.42,43,1,8,25.0,22.0,129.0,69.0,3,3
382.0,2218.41,0.02,49.48,44.83,109777.66,6098.76,89,2,13,23.0,33.0,240.0,142.0,3,3
845.0,5125.85,0.01,92.65,55.32,474915.53,26384.2,199,19,20,24.0,43.0,513.0,332.0,3,3
142.0,779.84,0.05,20.46,38.11,15956.79,886.49,37,0,9,19.0,26.0,86.0,56.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
55.0,255.41,0.11,8.77,29.13,2239.77,124.43,27,0,2,12.0,13.0,36.0,19.0,3,3
50.0,232.19,0.16,6.19,37.53,1436.69,79.82,8,0,4,9.0,16.0,28.0,22.0,3,3
27.0,105.49,0.16,6.29,16.78,663.06,36.84,6,2,4,8.0,7.0,16.0,11.0,3,3
102.0,542.84,0.09,11.56,46.98,6272.78,348.49,27,0,5,13.0,27.0,54.0,48.0,3,3
30.0,125.1,0.19,5.2,24.06,650.51,36.14,11,0,3,8.0,10.0,17.0,13.0,3,3
36.0,150.12,0.16,6.4,23.46,960.75,53.38,13,3,3,8.0,10.0,20.0,16.0,3,3
10.0,31.7,0.4,2.5,12.68,79.25,4.4,3,0,1,5.0,4.0,6.0,4.0,3,3
98.0,498.57,0.11,9.38,53.18,4674.11,259.67,31,4,8,10.0,26.0,61.0,49.0,3,3
6.0,15.51,0.67,1.5,10.34,23.26,1.29,3,0,2,3.0,3.0,3.0,3.0,3,3
77.0,332.79,0.05,18.75,17.75,6239.78,346.65,15,0,4,12.0,8.0,52.0,25.0,3,3
4.0,8.0,0.67,1.5,5.33,12.0,0.67,2,0,1,3.0,1.0,3.0,1.0,3,3
6.0,15.51,0.67,1.5,10.34,23.26,1.29,3,0,2,3.0,3.0,3.0,3.0,3,3
12.0,39.86,0.33,3.0,13.29,119.59,6.64,4,5,3,5.0,5.0,6.0,6.0,3,3
4.0,8.0,0.67,1.5,5.33,12.0,0.67,2,0,1,3.0,1.0,3.0,1.0,3,3
154.0,802.26,0.04,26.05,30.79,20900.88,1161.16,45,7,9,18.0,19.0,99.0,55.0,3,3
30.0,125.1,0.21,4.77,26.21,597.06,33.17,7,1,2,7.0,11.0,15.0,15.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
125.0,580.48,0.03,32.89,17.65,19091.41,1060.63,26,16,1,16.0,9.0,88.0,37.0,3,3
122.0,625.77,0.05,21.47,29.14,13437.64,746.54,24,12,1,16.0,19.0,71.0,51.0,3,3
60.0,288.44,0.06,16.67,17.31,4807.35,267.08,20,0,2,16.0,12.0,35.0,25.0,3,3
101.0,533.83,0.08,12.04,44.34,6427.26,357.07,27,3,4,14.0,25.0,58.0,43.0,3,3
21.0,79.95,0.15,6.67,11.99,533.03,29.61,7,1,3,8.0,6.0,11.0,10.0,3,3
18.0,64.53,0.25,4.0,16.12,258.12,14.34,9,0,1,6.0,6.0,10.0,8.0,3,3
31.0,118.03,0.17,6.0,19.67,708.17,39.34,5,0,0,7.0,7.0,19.0,12.0,3,3
146.0,801.81,0.05,19.33,41.47,15501.67,861.2,46,5,7,18.0,27.0,88.0,58.0,3,3
58.0,269.34,0.1,10.21,26.37,2751.15,152.84,20,9,8,11.0,14.0,32.0,26.0,3,3
14.0,48.43,0.19,5.25,9.23,254.27,14.13,3,0,0,7.0,4.0,8.0,6.0,3,3
41.0,180.09,0.14,7.13,25.28,1283.11,71.28,9,1,4,9.0,12.0,22.0,19.0,3,3
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,3,3
91.0,466.76,0.05,21.18,22.04,9884.43,549.14,18,0,4,18.0,17.0,51.0,40.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
1091.0,7412.71,0.02,61.38,120.77,454986.89,25277.05,333,2,30,24.0,87.0,646.0,445.0,3,3
109.0,559.09,0.06,16.84,33.2,9416.28,523.13,23,0,2,16.0,19.0,69.0,40.0,3,3
124.0,710.26,0.08,12.11,58.66,8599.93,477.77,25,0,2,16.0,37.0,68.0,56.0,3,3
64.0,297.21,0.08,12.46,23.85,3703.65,205.76,29,0,3,12.0,13.0,37.0,27.0,3,3
146.0,742.77,0.04,24.08,30.85,17885.11,993.62,39,2,6,15.0,19.0,85.0,61.0,3,3
79.0,371.33,0.1,10.31,36.01,3829.39,212.74,26,1,4,10.0,16.0,46.0,33.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
112.0,596.06,0.08,12.92,46.12,7702.88,427.94,32,0,6,14.0,26.0,64.0,48.0,3,3
122.0,604.41,0.08,12.38,48.82,7483.2,415.73,24,6,6,10.0,21.0,70.0,52.0,3,3
85.0,417.09,0.1,10.42,40.02,4346.47,241.47,19,4,5,11.0,19.0,49.0,36.0,3,3
6.0,15.51,0.5,2.0,7.75,31.02,1.72,2,1,0,4.0,2.0,4.0,2.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
54.0,253.82,0.08,12.0,21.15,3045.88,169.22,21,2,5,13.0,13.0,30.0,24.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
406.0,2378.34,0.02,54.08,43.98,128628.57,7146.03,82,23,7,22.0,36.0,229.0,177.0,3,3
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,3,3
30.0,125.1,0.35,2.88,43.37,360.86,20.05,7,0,4,5.0,13.0,15.0,15.0,3,3
43.0,204.46,0.15,6.87,29.74,1405.66,78.09,11,0,2,11.0,16.0,23.0,20.0,3,3
23.0,94.01,0.29,3.5,26.86,329.04,18.28,7,1,2,7.0,10.0,13.0,10.0,3,3
301.0,1732.22,0.04,24.68,70.2,42742.56,2374.59,97,4,8,14.0,40.0,160.0,141.0,3,3
32.0,128.0,0.22,4.5,28.44,576.0,32.0,5,1,2,6.0,10.0,17.0,15.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
164.0,872.8,0.05,21.8,40.03,19030.75,1057.26,32,0,7,17.0,23.0,105.0,59.0,3,3
534.0,3413.5,0.02,50.5,67.59,172381.62,9576.76,139,2,24,28.0,56.0,332.0,202.0,3,3
312.0,1733.03,0.02,48.84,35.48,84641.27,4702.29,95,1,12,22.0,25.0,201.0,111.0,3,3
270.0,1594.86,0.04,26.65,59.84,42509.17,2361.62,73,6,18,21.0,39.0,171.0,99.0,3,3
255.0,1416.42,0.03,35.93,39.43,50886.21,2827.01,79,39,12,20.0,27.0,158.0,97.0,3,3
60.0,240.0,0.06,15.43,15.56,3702.86,205.71,14,0,3,9.0,7.0,36.0,24.0,3,3
70.0,280.0,0.04,23.33,12.0,6533.33,362.96,12,0,4,10.0,6.0,42.0,28.0,3,3
85.0,404.17,0.11,9.28,43.55,3751.16,208.4,17,1,7,11.0,16.0,58.0,27.0,3,3
396.0,2466.61,0.03,33.44,73.75,82494.47,4583.03,67,3,4,21.0,54.0,224.0,172.0,3,3
186.0,1002.97,0.05,20.92,47.94,20985.24,1165.85,48,3,9,16.0,26.0,118.0,68.0,3,3
167.0,947.3,0.06,17.75,53.37,16814.49,934.14,35,0,14,17.0,34.0,96.0,71.0,3,3
119.0,653.53,0.05,18.81,34.74,12294.54,683.03,38,2,10,21.0,24.0,76.0,43.0,3,3
205.0,1112.38,0.03,35.22,31.59,39175.27,2176.4,58,29,6,20.0,23.0,124.0,81.0,3,3
280.0,1721.93,0.02,44.72,38.5,77011.02,4278.39,101,0,20,33.0,38.0,177.0,103.0,3,3
609.0,3745.2,0.02,50.51,74.15,189170.61,10509.48,61,8,6,22.0,49.0,384.0,225.0,3,3
391.0,2066.59,0.01,90.18,22.92,186362.34,10353.46,118,0,1,25.0,14.0,290.0,101.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
29.0,116.0,0.12,8.36,13.88,969.43,53.86,8,0,3,9.0,7.0,16.0,13.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
177.0,915.08,0.03,38.56,23.73,35284.28,1960.24,24,0,2,19.0,17.0,108.0,69.0,3,3
30.0,122.62,0.09,11.0,11.15,1348.86,74.94,11,0,2,11.0,6.0,18.0,12.0,3,3
7.0,19.65,0.4,2.5,7.86,49.13,2.73,2,0,1,5.0,2.0,5.0,2.0,3,3
30.0,122.62,0.12,8.57,14.31,1051.06,58.39,13,0,3,10.0,7.0,18.0,12.0,3,3
74.0,325.03,0.03,29.0,11.21,9425.91,523.65,15,0,3,14.0,7.0,45.0,29.0,3,3
7.0,19.65,0.4,2.5,7.86,49.13,2.73,2,0,1,5.0,2.0,5.0,2.0,3,3
113.0,518.1,0.03,34.3,15.1,17770.86,987.27,37,6,11,14.0,10.0,64.0,49.0,3,3
87.0,438.86,0.03,33.0,13.3,14482.46,804.58,18,0,2,22.0,11.0,54.0,33.0,3,3
58.0,265.93,0.05,19.17,13.87,5096.95,283.16,20,0,4,15.0,9.0,35.0,23.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
118.0,595.24,0.02,40.25,14.79,23958.35,1331.02,24,0,2,21.0,12.0,72.0,46.0,3,3
85.0,408.63,0.05,21.6,18.92,8826.3,490.35,9,0,2,18.0,10.0,61.0,24.0,3,3
86.0,417.79,0.04,22.8,18.32,9525.53,529.2,9,0,3,19.0,10.0,62.0,24.0,3,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,3
89.0,482.94,0.08,11.77,41.03,5683.8,315.77,32,0,4,17.0,26.0,53.0,36.0,3,3
147.0,747.86,0.05,20.92,35.75,15645.96,869.22,55,0,21,15.0,19.0,94.0,53.0,3,3
59.0,254.99,0.08,13.0,19.61,3314.92,184.16,13,4,4,10.0,10.0,33.0,26.0,3,3
110.0,497.59,0.07,13.5,36.86,6717.49,373.19,22,0,3,9.0,14.0,68.0,42.0,3,3
84.0,374.59,0.07,15.0,24.97,5618.88,312.16,19,0,3,11.0,11.0,54.0,30.0,3,3
54.0,262.33,0.12,8.53,30.75,2238.01,124.33,20,0,2,13.0,16.0,33.0,21.0,3,3
245.0,1396.61,0.05,21.18,65.95,29575.22,1643.07,106,1,30,18.0,34.0,165.0,80.0,3,3
43.0,188.87,0.18,5.5,34.34,1038.78,57.71,19,0,0,11.0,10.0,33.0,10.0,3,3
110.0,510.82,0.06,18.0,28.38,9194.84,510.82,23,0,3,12.0,13.0,71.0,39.0,3,3
